Latitude (decimal degrees):	42.218
Longitude (decimal degrees):	-8.762
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20211002:1210,156.23,202.81,44.19,18.4,7.52,0.0
20211002:1310,81.13,114.46,43.08,18.47,7.79,0.0
20211002:1410,60.33,89.54,38.29,18.76,7.79,0.0
20211002:1510,131.85,173.73,30.75,17.99,8.07,0.0
20211002:1610,104.2,141.35,21.43,17.96,7.86,0.0
20211002:1710,46.79,73.48,11.05,17.77,8.34,0.0
20211002:1810,0.0,0.0,0.0,17.68,8.48,0.0
20211002:1910,0.0,0.0,0.0,17.4,9.17,0.0
20211002:2010,0.0,0.0,0.0,17.42,8.21,0.0
20211002:2110,0.0,0.0,0.0,17.51,8.21,0.0
20211002:2210,0.0,0.0,0.0,17.66,8.48,0.0
20211002:2310,0.0,0.0,0.0,17.43,8.0,0.0
20211003:0010,0.0,0.0,0.0,15.94,6.21,0.0
20211003:0110,0.0,0.0,0.0,15.16,2.97,0.0
20211003:0210,0.0,0.0,0.0,14.43,2.9,0.0
20211003:0310,0.0,0.0,0.0,13.76,3.17,0.0
20211003:0410,0.0,0.0,0.0,13.43,3.1,0.0
20211003:0510,0.0,0.0,0.0,13.04,2.9,0.0
20211003:0610,0.0,0.0,0.0,12.86,2.55,0.0
20211003:0710,44.23,79.88,6.03,12.4,2.28,0.0
20211003:0810,274.52,343.74,16.68,12.82,3.03,0.0
20211003:0910,487.35,585.94,26.52,13.39,3.72,0.0
20211003:1010,663.92,815.1,34.92,13.98,2.9,0.0
20211003:1110,736.42,923.28,41.02,14.72,2.48,0.0
20211003:1210,708.35,885.34,43.81,15.17,2.76,0.0
20211003:1310,720.71,897.87,42.69,15.73,3.31,0.0
20211003:1410,714.37,882.72,37.91,15.55,3.66,0.0
20211003:1510,580.9,709.07,30.39,15.66,3.52,0.0
20211003:1610,370.86,455.34,21.08,15.69,3.03,0.0
20211003:1710,149.67,205.93,10.72,15.58,2.69,0.0
20211003:1810,0.0,0.0,0.0,15.03,1.59,0.0
20211003:1910,0.0,0.0,0.0,14.23,0.9,0.0
20211003:2010,0.0,0.0,0.0,14.4,0.83,0.0
20211003:2110,0.0,0.0,0.0,13.89,0.97,0.0
20211003:2210,0.0,0.0,0.0,13.05,1.17,0.0
20211003:2310,0.0,0.0,0.0,12.86,1.24,0.0
20211004:0010,0.0,0.0,0.0,12.36,1.38,0.0
20211004:0110,0.0,0.0,0.0,12.22,1.52,0.0
20211004:0210,0.0,0.0,0.0,12.21,1.66,0.0
20211004:0310,0.0,0.0,0.0,12.18,1.72,0.0
20211004:0410,0.0,0.0,0.0,12.34,1.79,0.0
20211004:0510,0.0,0.0,0.0,12.63,1.93,0.0
20211004:0610,0.0,0.0,0.0,13.05,2.07,0.0
20211004:0710,28.37,53.58,5.82,13.24,2.14,0.0
20211004:0810,100.95,136.62,16.46,13.79,2.76,0.0
20211004:0910,325.15,395.22,26.27,14.39,3.38,0.0
20211004:1010,576.74,700.71,34.63,14.97,3.72,0.0
20211004:1110,305.85,374.86,40.67,15.45,3.93,0.0
20211004:1210,291.66,358.87,43.43,15.74,4.14,0.0
20211004:1310,488.7,594.06,42.29,15.78,4.21,0.0
20211004:1410,158.47,204.34,37.53,16.23,4.14,0.0
20211004:1510,193.2,243.86,30.03,16.15,4.21,0.0
20211004:1610,83.15,116.07,20.74,16.29,4.14,0.0
20211004:1710,28.26,49.07,10.39,16.25,4.41,0.0
20211004:1810,0.0,0.0,0.0,16.03,4.76,0.0
20211004:1910,0.0,0.0,0.0,15.73,5.03,0.0
20211004:2010,0.0,0.0,0.0,15.74,5.24,0.0
20211004:2110,0.0,0.0,0.0,15.59,5.72,0.0
20211004:2210,0.0,0.0,0.0,15.61,5.93,0.0
20211004:2310,0.0,0.0,0.0,15.74,6.0,0.0
20211005:0010,0.0,0.0,0.0,15.88,5.38,0.0
20211005:0110,0.0,0.0,0.0,15.96,4.07,0.0
20211005:0210,0.0,0.0,0.0,16.03,3.1,0.0
20211005:0310,0.0,0.0,0.0,15.97,2.83,0.0
20211005:0410,0.0,0.0,0.0,15.89,2.69,0.0
20211005:0510,0.0,0.0,0.0,15.87,2.41,0.0
20211005:0610,0.0,0.0,0.0,15.99,2.0,0.0
20211005:0710,6.58,18.46,5.61,16.06,1.93,0.0
20211005:0810,136.96,181.81,16.23,16.44,2.0,0.0
20211005:0910,265.72,331.69,26.01,17.15,2.14,0.0
20211005:1010,330.68,410.03,34.33,17.52,2.34,0.0
20211005:1110,391.8,485.7,40.33,17.99,2.62,0.0
20211005:1210,466.62,578.91,43.05,18.33,2.97,0.0
20211005:1310,575.41,716.73,41.9,18.43,3.24,0.0
20211005:1410,640.03,799.57,37.14,18.38,3.24,0.0
20211005:1510,529.63,654.31,29.67,18.24,3.17,0.0
20211005:1610,332.26,413.93,20.4,18.09,2.76,0.0
20211005:1710,134.14,188.57,10.07,17.63,2.55,0.0
20211005:1810,0.0,0.0,0.0,16.96,2.21,0.0
20211005:1910,0.0,0.0,0.0,16.36,1.79,0.0
20211005:2010,0.0,0.0,0.0,15.78,1.86,0.0
20211005:2110,0.0,0.0,0.0,15.18,1.79,0.0
20211005:2210,0.0,0.0,0.0,14.85,2.0,0.0
20211005:2310,0.0,0.0,0.0,14.58,2.28,0.0
20211006:0010,0.0,0.0,0.0,14.5,2.21,0.0
20211006:0110,0.0,0.0,0.0,14.25,2.21,0.0
20211006:0210,0.0,0.0,0.0,14.0,2.14,0.0
20211006:0310,0.0,0.0,0.0,13.62,2.07,0.0
20211006:0410,0.0,0.0,0.0,13.11,2.14,0.0
20211006:0510,0.0,0.0,0.0,12.79,2.21,0.0
20211006:0610,0.0,0.0,0.0,12.53,2.34,0.0
20211006:0710,33.59,64.34,5.4,12.93,2.41,0.0
20211006:0810,252.28,318.77,16.0,13.78,2.41,0.0
20211006:0910,460.22,563.56,25.75,15.39,2.41,0.0
20211006:1010,616.92,772.93,34.03,16.92,2.07,0.0
20211006:1110,721.02,929.66,39.98,18.39,1.86,0.0
20211006:1210,722.43,943.67,42.67,19.67,1.66,0.0
20211006:1310,704.43,925.44,41.51,20.59,1.45,0.0
20211006:1410,679.41,889.14,36.76,21.13,1.45,0.0
20211006:1510,535.26,684.12,29.31,21.39,1.59,0.0
20211006:1610,370.2,471.81,20.07,21.38,1.72,0.0
20211006:1710,138.17,197.66,9.75,20.99,1.72,0.0
20211006:1810,0.0,0.0,0.0,19.92,1.86,0.0
20211006:1910,0.0,0.0,0.0,18.93,2.14,0.0
20211006:2010,0.0,0.0,0.0,17.25,1.93,0.0
20211006:2110,0.0,0.0,0.0,15.79,1.93,0.0
20211006:2210,0.0,0.0,0.0,14.75,2.0,0.0
20211006:2310,0.0,0.0,0.0,14.02,2.07,0.0
20211007:0010,0.0,0.0,0.0,13.44,2.0,0.0
20211007:0110,0.0,0.0,0.0,12.98,1.93,0.0
20211007:0210,0.0,0.0,0.0,12.62,2.0,0.0
20211007:0310,0.0,0.0,0.0,12.4,2.07,0.0
20211007:0410,0.0,0.0,0.0,12.23,2.14,0.0
20211007:0510,0.0,0.0,0.0,12.11,2.14,0.0
20211007:0610,0.0,0.0,0.0,12.04,2.14,0.0
20211007:0710,34.83,67.17,5.19,11.87,2.0,0.0
20211007:0810,259.74,329.91,15.77,14.13,1.59,0.0
20211007:0910,454.55,570.9,25.49,18.35,1.31,0.0
20211007:1010,600.99,783.29,33.73,20.31,0.69,0.0
20211007:1110,684.86,916.81,39.64,21.36,0.62,0.0
20211007:1210,736.87,972.36,42.29,21.77,1.86,0.0
20211007:1310,710.52,923.38,41.12,21.82,2.48,0.0
20211007:1410,665.0,852.31,36.39,21.77,2.83,0.0
20211007:1510,528.1,664.48,28.95,21.58,3.03,0.0
20211007:1610,363.32,458.53,19.73,21.22,3.03,0.0
20211007:1710,132.35,189.33,9.43,20.57,2.69,0.0
20211007:1810,0.0,0.0,0.0,19.56,2.62,0.0
20211007:1910,0.0,0.0,0.0,18.3,2.34,0.0
20211007:2010,0.0,0.0,0.0,17.34,2.41,0.0
20211007:2110,0.0,0.0,0.0,16.59,2.41,0.0
20211007:2210,0.0,0.0,0.0,16.09,2.48,0.0
20211007:2310,0.0,0.0,0.0,15.51,2.41,0.0
20211008:0010,0.0,0.0,0.0,14.96,2.34,0.0
20211008:0110,0.0,0.0,0.0,14.51,2.41,0.0
20211008:0210,0.0,0.0,0.0,14.18,2.41,0.0
20211008:0310,0.0,0.0,0.0,13.94,2.48,0.0
20211008:0410,0.0,0.0,0.0,13.76,2.55,0.0
20211008:0510,0.0,0.0,0.0,13.65,2.55,0.0
20211008:0610,0.0,0.0,0.0,13.5,2.48,0.0
20211008:0710,30.67,60.36,4.97,13.61,2.83,0.0
20211008:0810,248.26,314.64,15.54,14.29,2.41,0.0
20211008:0910,450.19,555.45,25.23,16.03,1.86,0.0
20211008:1010,595.03,757.58,33.42,17.94,1.17,0.0
20211008:1110,683.36,912.31,39.29,20.01,0.41,0.0
20211008:1210,0.0,0.0,0.0,21.35,1.03,0.0
20211008:1310,696.8,913.07,40.73,21.87,1.86,0.0
20211008:1410,640.99,828.22,36.01,21.94,2.07,0.0
20211008:1510,478.65,605.16,28.6,21.77,2.28,0.0
20211008:1610,329.74,417.73,19.4,21.27,2.62,0.0
20211008:1710,104.47,152.15,9.11,20.3,2.62,0.0
20211008:1810,0.0,0.0,0.0,18.92,2.34,0.0
20211008:1910,0.0,0.0,0.0,17.59,1.59,0.0
20211008:2010,0.0,0.0,0.0,16.59,1.17,0.0
20211008:2110,0.0,0.0,0.0,16.82,0.83,0.0
20211008:2210,0.0,0.0,0.0,16.36,0.9,0.0
20211008:2310,0.0,0.0,0.0,16.32,0.9,0.0
20211009:0010,0.0,0.0,0.0,16.09,0.83,0.0
20211009:0110,0.0,0.0,0.0,15.75,0.83,0.0
20211009:0210,0.0,0.0,0.0,15.43,0.97,0.0
20211009:0310,0.0,0.0,0.0,14.13,1.17,0.0
20211009:0410,0.0,0.0,0.0,13.0,1.38,0.0
20211009:0510,0.0,0.0,0.0,13.11,1.52,0.0
20211009:0610,0.0,0.0,0.0,13.63,1.72,0.0
20211009:0710,18.59,39.53,4.76,14.47,1.79,0.0
20211009:0810,129.96,172.48,15.31,15.0,1.79,0.0
20211009:0910,145.77,189.89,24.96,16.11,1.93,0.0
20211009:1010,269.44,337.27,33.12,17.59,2.07,0.0
20211009:1110,469.09,589.47,38.95,19.29,1.93,0.0
20211009:1210,681.76,884.39,41.53,20.55,1.93,0.0
20211009:1310,676.74,879.49,40.34,21.55,2.07,0.0
20211009:1410,435.84,552.06,35.63,22.25,2.34,0.0
20211009:1510,372.9,471.01,28.24,22.6,2.62,0.0
20211009:1610,102.7,143.11,19.07,22.61,2.83,0.0
20211009:1710,41.15,68.25,8.8,21.93,2.9,0.0
20211009:1810,0.0,0.0,0.0,20.71,3.17,0.0
20211009:1910,0.0,0.0,0.0,19.41,3.38,0.0
20211009:2010,0.0,0.0,0.0,18.47,3.45,0.0
20211009:2110,0.0,0.0,0.0,17.62,3.38,0.0
20211009:2210,0.0,0.0,0.0,16.8,3.31,0.0
20211009:2310,0.0,0.0,0.0,16.07,3.38,0.0
20211010:0010,0.0,0.0,0.0,15.5,3.52,0.0
20211010:0110,0.0,0.0,0.0,15.13,3.66,0.0
20211010:0210,0.0,0.0,0.0,14.82,3.72,0.0
20211010:0310,0.0,0.0,0.0,14.59,3.86,0.0
20211010:0410,0.0,0.0,0.0,14.43,3.79,0.0
20211010:0510,0.0,0.0,0.0,14.19,3.79,0.0
20211010:0610,0.0,0.0,0.0,13.87,3.79,0.0
20211010:0710,29.6,59.84,4.55,13.86,3.52,0.0
20211010:0810,274.11,346.04,15.07,14.74,3.24,0.0
20211010:0910,471.85,580.55,24.7,16.96,2.83,0.0
20211010:1010,617.19,779.81,32.82,19.24,2.34,0.0
20211010:1110,714.18,932.15,38.6,20.8,1.86,0.0
20211010:1210,692.64,914.93,41.16,21.87,1.45,0.0
20211010:1310,717.04,953.07,39.96,22.56,1.52,0.0
20211010:1410,666.43,874.84,35.26,23.04,1.72,0.0
20211010:1510,507.74,650.26,27.89,23.3,2.0,0.0
20211010:1610,349.0,447.39,18.74,23.26,2.28,0.0
20211010:1710,117.96,172.84,8.48,22.53,2.69,0.0
20211010:1810,0.0,0.0,0.0,21.15,3.31,0.0
20211010:1910,0.0,0.0,0.0,19.64,3.86,0.0
20211010:2010,0.0,0.0,0.0,18.41,3.86,0.0
20211010:2110,0.0,0.0,0.0,17.3,3.66,0.0
20211010:2210,0.0,0.0,0.0,16.25,3.59,0.0
20211010:2310,0.0,0.0,0.0,15.31,3.59,0.0
20211011:0010,0.0,0.0,0.0,14.54,3.59,0.0
20211011:0110,0.0,0.0,0.0,13.95,3.66,0.0
20211011:0210,0.0,0.0,0.0,13.54,3.66,0.0
20211011:0310,0.0,0.0,0.0,13.26,3.72,0.0
20211011:0410,0.0,0.0,0.0,13.05,3.79,0.0
20211011:0510,0.0,0.0,0.0,12.93,3.79,0.0
20211011:0610,0.0,0.0,0.0,12.81,3.79,0.0
20211011:0710,10.33,25.31,4.33,12.59,3.86,0.0
20211011:0810,107.86,144.64,14.84,13.58,3.59,0.0
20211011:0910,387.02,473.02,24.44,16.21,3.17,0.0
20211011:1010,610.36,765.01,32.51,18.9,2.83,0.0
20211011:1110,0.0,0.0,0.0,20.84,2.41,0.0
20211011:1210,626.23,814.67,40.78,22.14,1.79,0.0
20211011:1310,671.02,887.92,39.57,22.92,1.45,0.0
20211011:1410,646.01,858.17,34.89,23.35,1.03,0.0
20211011:1510,478.71,621.61,27.55,23.47,0.83,0.0
20211011:1610,276.95,359.59,18.41,23.39,1.03,0.0
20211011:1710,102.3,152.5,8.17,22.84,1.31,0.0
20211011:1810,0.0,0.0,0.0,21.0,1.52,0.0
20211011:1910,0.0,0.0,0.0,18.62,1.93,0.0
20211011:2010,0.0,0.0,0.0,16.87,2.28,0.0
20211011:2110,0.0,0.0,0.0,15.64,2.48,0.0
20211011:2210,0.0,0.0,0.0,14.84,2.76,0.0
20211011:2310,0.0,0.0,0.0,14.35,2.97,0.0
20211012:0010,0.0,0.0,0.0,13.96,3.03,0.0
20211012:0110,0.0,0.0,0.0,13.51,3.1,0.0
20211012:0210,0.0,0.0,0.0,13.12,3.1,0.0
20211012:0310,0.0,0.0,0.0,12.75,3.1,0.0
20211012:0410,0.0,0.0,0.0,12.46,3.1,0.0
20211012:0510,0.0,0.0,0.0,12.22,3.1,0.0
20211012:0610,0.0,0.0,0.0,12.01,3.1,0.0
20211012:0710,24.65,51.3,4.12,11.97,3.31,0.0
20211012:0810,249.05,313.42,14.6,13.41,3.1,0.0
20211012:0910,455.58,559.86,24.17,16.57,2.69,0.0
20211012:1010,604.04,762.95,32.21,19.38,2.34,0.0
20211012:1110,0.0,0.0,0.0,21.27,1.72,0.0
20211012:1210,690.79,928.08,40.41,22.34,0.83,0.0
20211012:1310,690.12,945.31,39.19,22.73,0.21,0.0
20211012:1410,645.51,855.69,34.52,22.72,0.97,0.0
20211012:1510,506.73,651.07,27.2,22.57,1.45,0.0
20211012:1610,346.35,444.44,18.09,22.4,1.66,0.0
20211012:1710,105.8,156.92,7.87,21.77,1.66,0.0
20211012:1810,0.0,0.0,0.0,20.37,1.52,0.0
20211012:1910,0.0,0.0,0.0,18.47,1.38,0.0
20211012:2010,0.0,0.0,0.0,17.02,1.59,0.0
20211012:2110,0.0,0.0,0.0,15.47,1.93,0.0
20211012:2210,0.0,0.0,0.0,14.04,2.21,0.0
20211012:2310,0.0,0.0,0.0,13.2,2.41,0.0
20211013:0010,0.0,0.0,0.0,12.74,2.69,0.0
20211013:0110,0.0,0.0,0.0,12.53,2.83,0.0
20211013:0210,0.0,0.0,0.0,12.38,2.97,0.0
20211013:0310,0.0,0.0,0.0,12.18,3.1,0.0
20211013:0410,0.0,0.0,0.0,11.95,3.1,0.0
20211013:0510,0.0,0.0,0.0,11.7,3.1,0.0
20211013:0610,0.0,0.0,0.0,11.45,3.03,0.0
20211013:0710,23.4,49.23,3.9,11.16,3.1,0.0
20211013:0810,255.0,319.86,14.37,12.62,2.83,0.0
20211013:0910,454.19,558.93,23.9,16.26,2.34,0.0
20211013:1010,605.97,770.43,31.91,19.3,1.86,0.0
20211013:1110,676.91,892.16,37.57,21.12,1.17,0.0
20211013:1210,679.13,920.64,40.03,22.01,0.34,0.0
20211013:1310,700.88,951.82,38.81,22.26,0.48,0.0
20211013:1410,636.91,835.22,34.16,22.25,1.31,0.0
20211013:1510,530.2,679.23,26.86,22.04,1.66,0.0
20211013:1610,349.81,447.07,17.77,21.62,1.72,0.0
20211013:1710,99.61,148.05,7.56,20.71,1.59,0.0
20211013:1810,0.0,0.0,0.0,19.31,1.59,0.0
20211013:1910,0.0,0.0,0.0,17.23,1.52,0.0
20211013:2010,0.0,0.0,0.0,16.13,1.59,0.0
20211013:2110,0.0,0.0,0.0,15.09,1.72,0.0
20211013:2210,0.0,0.0,0.0,13.42,2.0,0.0
20211013:2310,0.0,0.0,0.0,11.92,2.34,0.0
20211014:0010,0.0,0.0,0.0,11.34,2.48,0.0
20211014:0110,0.0,0.0,0.0,10.93,2.48,0.0
20211014:0210,0.0,0.0,0.0,10.76,2.55,0.0
20211014:0310,0.0,0.0,0.0,10.78,2.76,0.0
20211014:0410,0.0,0.0,0.0,10.82,2.83,0.0
20211014:0510,0.0,0.0,0.0,10.82,2.83,0.0
20211014:0610,0.0,0.0,0.0,10.77,2.83,0.0
20211014:0710,14.86,34.19,3.68,10.55,2.83,0.0
20211014:0810,181.77,231.44,14.13,12.02,2.41,0.0
20211014:0910,344.07,424.96,23.64,16.05,1.66,0.0
20211014:1010,263.86,334.32,31.6,19.07,1.24,0.0
20211014:1110,200.14,260.29,37.23,20.55,1.1,0.0
20211014:1210,553.59,711.25,39.66,21.07,1.59,0.0
20211014:1310,357.65,452.53,38.44,21.05,1.93,0.0
20211014:1410,634.12,817.64,33.79,20.84,1.79,0.0
20211014:1510,528.89,674.2,26.52,20.62,1.45,0.0
20211014:1610,226.92,292.13,17.45,20.2,1.24,0.0
20211014:1710,92.88,138.78,7.26,19.42,1.03,0.0
20211014:1810,0.0,0.0,0.0,18.06,0.76,0.0
20211014:1910,0.0,0.0,0.0,17.45,0.28,0.0
20211014:2010,0.0,0.0,0.0,16.84,0.62,0.0
20211014:2110,0.0,0.0,0.0,16.3,0.62,0.0
20211014:2210,0.0,0.0,0.0,15.9,0.76,0.0
20211014:2310,0.0,0.0,0.0,15.55,0.97,0.0
20211015:0010,0.0,0.0,0.0,15.24,0.97,0.0
20211015:0110,0.0,0.0,0.0,14.86,1.1,0.0
20211015:0210,0.0,0.0,0.0,14.46,1.17,0.0
20211015:0310,0.0,0.0,0.0,14.28,1.03,0.0
20211015:0410,0.0,0.0,0.0,14.17,0.83,0.0
20211015:0510,0.0,0.0,0.0,14.09,0.69,0.0
20211015:0610,0.0,0.0,0.0,14.0,0.76,0.0
20211015:0710,14.57,34.2,3.46,11.74,1.38,0.0
20211015:0810,216.18,273.86,13.89,11.79,1.24,0.0
20211015:0910,439.13,549.64,23.37,15.43,0.34,0.0
20211015:1010,588.76,747.57,31.3,17.2,1.03,0.0
20211015:1110,665.74,853.7,36.88,17.97,1.52,0.0
20211015:1210,701.66,910.91,39.29,18.61,1.45,0.0
20211015:1310,718.78,938.62,38.06,19.22,1.45,0.0
20211015:1410,618.65,789.17,33.43,19.6,1.86,0.0
20211015:1510,524.36,653.65,26.18,19.38,2.76,0.0
20211015:1610,303.99,380.64,17.13,18.59,3.03,0.0
20211015:1710,89.65,133.5,6.96,17.68,2.55,0.0
20211015:1810,0.0,0.0,0.0,16.64,1.93,0.0
20211015:1910,0.0,0.0,0.0,15.78,1.86,0.0
20211015:2010,0.0,0.0,0.0,15.34,1.59,0.0
20211015:2110,0.0,0.0,0.0,14.45,1.59,0.0
20211015:2210,0.0,0.0,0.0,13.57,1.72,0.0
20211015:2310,0.0,0.0,0.0,13.44,1.72,0.0
20211016:0010,0.0,0.0,0.0,13.56,1.31,0.0
20211016:0110,0.0,0.0,0.0,14.31,0.76,0.0
20211016:0210,0.0,0.0,0.0,14.55,0.55,0.0
20211016:0310,0.0,0.0,0.0,14.27,0.69,0.0
20211016:0410,0.0,0.0,0.0,13.24,1.17,0.0
20211016:0510,0.0,0.0,0.0,12.6,1.52,0.0
20211016:0610,0.0,0.0,0.0,12.15,1.72,0.0
20211016:0710,2.91,12.0,3.24,12.56,1.52,0.0
20211016:0810,14.14,29.54,13.65,13.26,1.24,0.0
20211016:0910,69.28,99.69,23.1,15.62,1.1,0.0
20211016:1010,186.87,239.7,30.99,16.81,0.97,0.0
20211016:1110,138.33,182.66,36.54,16.94,1.24,0.0
20211016:1210,135.75,179.07,38.92,16.77,2.14,0.0
20211016:1310,158.43,205.62,37.69,16.79,2.34,0.0
20211016:1410,103.87,141.23,33.08,16.92,2.9,0.0
20211016:1510,203.15,256.4,25.84,16.79,2.83,0.0
20211016:1610,65.17,94.88,16.82,16.76,3.17,0.0
20211016:1710,17.09,34.31,6.67,16.56,3.24,0.0
20211016:1810,0.0,0.0,0.0,16.15,4.0,0.0
20211016:1910,0.0,0.0,0.0,16.41,4.76,0.0
20211016:2010,0.0,0.0,0.0,16.34,5.1,0.0
20211016:2110,0.0,0.0,0.0,16.2,5.1,0.0
20211016:2210,0.0,0.0,0.0,16.22,4.97,0.0
20211016:2310,0.0,0.0,0.0,16.33,5.03,0.0
20211017:0010,0.0,0.0,0.0,16.32,4.69,0.0
20211017:0110,0.0,0.0,0.0,16.1,4.14,0.0
20211017:0210,0.0,0.0,0.0,15.99,3.66,0.0
20211017:0310,0.0,0.0,0.0,15.96,3.24,0.0
20211017:0410,0.0,0.0,0.0,15.9,3.1,0.0
20211017:0510,0.0,0.0,0.0,15.97,2.97,0.0
20211017:0610,0.0,0.0,0.0,15.9,2.83,0.0
20211017:0710,2.37,11.08,3.02,15.54,2.69,0.0
20211017:0810,72.2,103.55,13.41,15.92,2.62,0.0
20211017:0910,167.72,215.02,22.83,16.7,3.17,0.0
20211017:1010,478.43,586.6,30.69,17.46,3.38,0.0
20211017:1110,451.83,557.01,36.2,18.26,3.38,0.0
20211017:1210,288.53,360.45,38.56,18.88,3.52,0.0
20211017:1310,181.91,235.07,37.32,19.43,3.59,0.0
20211017:1410,221.39,280.86,32.72,19.31,3.59,0.0
20211017:1510,324.78,402.32,25.51,18.97,3.31,0.0
20211017:1610,55.05,83.33,16.51,18.94,3.45,0.0
20211017:1710,21.7,41.55,6.38,18.64,3.45,0.0
20211017:1810,0.0,0.0,0.0,18.25,3.1,0.0
20211017:1910,0.0,0.0,0.0,18.13,3.45,0.0
20211017:2010,0.0,0.0,0.0,18.07,3.17,0.0
20211017:2110,0.0,0.0,0.0,18.05,3.17,0.0
20211017:2210,0.0,0.0,0.0,17.99,3.17,0.0
20211017:2310,0.0,0.0,0.0,17.86,3.38,0.0
20211018:0010,0.0,0.0,0.0,17.79,3.31,0.0
20211018:0110,0.0,0.0,0.0,17.71,3.52,0.0
20211018:0210,0.0,0.0,0.0,17.66,3.66,0.0
20211018:0310,0.0,0.0,0.0,17.48,3.66,0.0
20211018:0410,0.0,0.0,0.0,17.39,3.59,0.0
20211018:0510,0.0,0.0,0.0,17.37,3.72,0.0
20211018:0610,0.0,0.0,0.0,17.26,3.38,0.0
20211018:0710,3.31,13.97,2.8,17.46,3.45,0.0
20211018:0810,54.56,82.45,13.17,17.55,3.66,0.0
20211018:0910,227.05,284.46,22.56,17.91,4.21,0.0
20211018:1010,409.15,500.57,30.38,18.47,4.55,0.0
20211018:1110,420.51,516.12,35.86,19.09,4.9,0.0
20211018:1210,594.55,735.33,38.2,19.52,4.83,0.0
20211018:1310,605.51,751.63,36.95,19.93,4.62,0.0
20211018:1410,514.56,636.36,32.37,20.28,4.41,0.0
20211018:1510,317.56,394.7,25.18,20.29,4.07,0.0
20211018:1610,257.66,325.96,16.21,19.92,3.66,0.0
20211018:1710,38.49,65.59,6.09,19.15,3.1,0.0
20211018:1810,0.0,0.0,0.0,18.01,2.76,0.0
20211018:1910,0.0,0.0,0.0,17.36,3.24,0.0
20211018:2010,0.0,0.0,0.0,16.78,2.9,0.0
20211018:2110,0.0,0.0,0.0,16.57,2.76,0.0
20211018:2210,0.0,0.0,0.0,16.28,2.69,0.0
20211018:2310,0.0,0.0,0.0,16.01,2.69,0.0
20211019:0010,0.0,0.0,0.0,15.9,2.83,0.0
20211019:0110,0.0,0.0,0.0,15.82,2.83,0.0
20211019:0210,0.0,0.0,0.0,15.66,2.76,0.0
20211019:0310,0.0,0.0,0.0,15.4,2.69,0.0
20211019:0410,0.0,0.0,0.0,15.14,2.69,0.0
20211019:0510,0.0,0.0,0.0,15.05,2.83,0.0
20211019:0610,0.0,0.0,0.0,15.16,3.03,0.0
20211019:0710,4.01,15.23,2.58,15.34,3.03,0.0
20211019:0810,219.58,281.96,12.93,16.32,3.1,0.0
20211019:0910,438.35,541.84,22.29,18.82,3.24,0.0
20211019:1010,594.18,741.36,30.08,20.77,4.07,0.0
20211019:1110,662.95,831.87,35.52,21.84,5.03,0.0
20211019:1210,754.28,954.1,37.83,22.33,5.52,0.0
20211019:1310,733.31,923.6,36.59,22.41,5.79,0.0
20211019:1410,625.17,778.0,32.02,22.16,5.86,0.0
20211019:1510,491.91,607.76,24.86,21.73,5.59,0.0
20211019:1610,293.24,369.61,15.9,21.35,5.31,0.0
20211019:1710,76.6,118.65,5.8,20.6,5.24,0.0
20211019:1810,0.0,0.0,0.0,19.39,4.9,0.0
20211019:1910,0.0,0.0,0.0,18.27,4.83,0.0
20211019:2010,0.0,0.0,0.0,17.97,5.24,0.0
20211019:2110,0.0,0.0,0.0,17.68,5.38,0.0
20211019:2210,0.0,0.0,0.0,17.34,5.31,0.0
20211019:2310,0.0,0.0,0.0,17.06,5.1,0.0
20211020:0010,0.0,0.0,0.0,16.95,4.97,0.0
20211020:0110,0.0,0.0,0.0,17.01,4.97,0.0
20211020:0210,0.0,0.0,0.0,17.21,4.83,0.0
20211020:0310,0.0,0.0,0.0,17.21,4.21,0.0
20211020:0410,0.0,0.0,0.0,16.98,3.72,0.0
20211020:0510,0.0,0.0,0.0,16.82,3.38,0.0
20211020:0610,0.0,0.0,0.0,16.84,3.17,0.0
20211020:0710,0.63,7.38,2.36,16.87,2.62,0.0
20211020:0810,169.51,222.0,12.69,17.05,2.9,0.0
20211020:0910,404.65,495.16,22.02,17.4,3.72,0.0
20211020:1010,519.03,634.42,29.77,18.22,4.55,0.0
20211020:1110,614.96,754.35,35.18,18.79,5.52,0.0
20211020:1210,767.09,950.72,37.47,19.02,6.0,0.0
20211020:1310,670.83,821.23,36.23,19.07,6.76,0.0
20211020:1410,299.2,368.1,31.68,18.82,6.9,0.0
20211020:1510,377.15,458.07,24.54,18.38,6.55,0.0
20211020:1610,165.32,213.21,15.61,18.07,5.45,0.0
20211020:1710,22.42,42.87,5.52,17.61,4.83,0.0
20211020:1810,0.0,0.0,0.0,16.79,4.07,0.0
20211020:1910,0.0,0.0,0.0,16.27,4.07,0.0
20211020:2010,0.0,0.0,0.0,15.99,3.31,0.0
20211020:2110,0.0,0.0,0.0,15.9,2.34,0.0
20211020:2210,0.0,0.0,0.0,15.59,1.79,0.0
20211020:2310,0.0,0.0,0.0,15.15,1.79,0.0
20211021:0010,0.0,0.0,0.0,14.71,2.14,0.0
20211021:0110,0.0,0.0,0.0,14.23,2.41,0.0
